序號,資料集名稱,分類,資料提供單位,資料集描述,欄位名稱,Url
65,大甲媽祖遶境即時空品監測成果(全部),大氣,環境監測及資訊處,大甲媽祖遶境即時空品監測成果(2016/04/08-2016/04/17),MachineKey(手持裝置編號)、temp(溫度)、humi(相對溼度)、pm25(細懸浮微粒濃度)、pm25Level(細懸浮微粒分級指標)、lat(緯度)、lng(經度)、gps_time(手持裝置紀錄時間)。,https://opendata.epa.gov.tw/Data/Contents/ATM00544/
66,大甲媽祖遶境即時空品監測成果(感測器#1),大氣,環境監測及資訊處,大甲媽祖遶境即時空品監測成果(2016/04/08-2016/04/17),MachineKey(手持裝置編號)、temp(溫度)、humi(相對溼度)、pm25(細懸浮微粒濃度)、pm25Level(細懸浮微粒分級指標)、lat(緯度)、lng(經度)、gps_time(手持裝置紀錄時間)。,https://opendata.epa.gov.tw/Data/Contents/ATM00540/
67,大甲媽祖遶境即時空品監測成果(感測器#2),大氣,環境監測及資訊處,大甲媽祖遶境即時空品監測成果(2016/04/08-2016/04/17),MachineKey(手持裝置編號)、temp(溫度)、humi(相對溼度)、pm25(細懸浮微粒濃度)、pm25Level(細懸浮微粒分級指標)、lat(緯度)、lng(經度)、gps_time(手持裝置紀錄時間)。,https://opendata.epa.gov.tw/Data/Contents/ATM00541/
68,大甲媽祖遶境即時空品監測成果(感測器#3),大氣,環境監測及資訊處,大甲媽祖遶境即時空品監測成果(2016/04/08-2016/04/17),MachineKey(手持裝置編號)、temp(溫度)、humi(相對溼度)、pm25(細懸浮微粒濃度)、pm25Level(細懸浮微粒分級指標)、lat(緯度)、lng(經度)、gps_time(手持裝置紀錄時間)。,https://opendata.epa.gov.tw/Data/Contents/ATM00542/
69,大型垃圾焚化廠操作營運情形,地,統計室,本資料依全國及焚化廠別統計大型垃圾焚化廠垃圾進廠量、處理量及灰渣量。,item1(統計期)、item2(統計區)、value1(進廠量)、value2(處理量)、value3(灰渣量),https://opendata.epa.gov.tw/Data/Contents/SOIL00155/
70,山崩與地滑地質敏感區圖資,地,經濟部中央地質調查所,地質敏感區數值範圍檔(shapefile)為地質敏感區劃定過程之資料，僅供規劃參考，套疊之相關圖層應注意坐標轉換、底圖種類及精確程度是否產生誤差，以避免套疊後資料解讀錯誤，實際範圍仍以公告圖資為準。,id(id)、are(are),https://opendata.epa.gov.tw/Data/Contents/SOIL00147/
71,"工程會列管重大公共建設計畫                                     ",生活環境與其他,環境監測及資訊處,"環保署監資處            ",PlanName(計畫名稱)、Year(年/月)、PlanFunding(計畫總經費(仟元))、ReachedRate(達成率(%))、ExacutiveRate(執行率(%)),https://opendata.epa.gov.tw/Data/Contents/OTH02147/
72,工業區污水處理廠分布位置地理圖資,水,水質保護處,顯示台灣本島工業區設有下水道污水處理廠之分布位置，座標為66家工業區下水道污水處理廠大門口位置。,序號(污水處理廠管制編號)、工業區名稱(工業區名稱)、工業區代碼(工業區代碼)、所在工業區(所在工業區)、地址(地址)、LOCATION_T(座標地位方式)、座標X(TWD97座標X)、座標Y(TWD97座標Y)、M_Time(資料更新時間)。,https://opendata.epa.gov.tw/Data/Contents/GISP20/
73,工業區燈號分級現況,生活環境與其他,土壤及地下水污染整治基金管理會,為加速推動工業區污染場址調查改善及完備環境品質監測備查作業，彙整工業區監測現況、申報備查案件審核情形及污染場址公告列管狀況進行條件式分級，分別以紅、橘、黃及綠燈表示工業區土壤及地下水品質監測管理現況。,CityName(縣市)、DstName(工業區)、DstKind(工業區類型)、Quarter(資料季別)、Light(燈號)。,https://opendata.epa.gov.tw/Data/Contents/IndustryLightDegree/
74,已公告之飲用水水源水質保護區一覽表,水,環境衛生及毒物管理處,環保署公告之86處飲用水水源水質保護區之名稱、流域別、劃設面積(公頃)、公告日期文號等資料,AdminOrg(劃設機關)、Name(保護區名稱)、Basin(流域別)、AreaHaktare(劃設面積(公頃))、DeclarDate(公告日期)、DocumentNo(公告文號)。,https://opendata.epa.gov.tw/Data/Contents/DWSProtect/
75,已公告之飲用水取水口一定距離一覽表,水,環境衛生及毒物管理處,環保署公告之49處飲用水取水口一定距離之名稱、流域別、劃設面積(公頃)、公告日期文號等資料,AdminOrg(劃設機關)、Name(取水口一定距離名稱)、Basin(流域別)、AreaHaktare(劃設面積(公頃))、DeclarDate(公告日期)、DocumentNo(公告文號)。,https://opendata.epa.gov.tw/Data/Contents/DWSDistance/
76,不同海拔生態分布情形,生態,農委會林務局,應用林務局生態調查資料庫收集的原始生態調查資料，透過將調查鍾的坐標資料轉換成不同海拔高度，以觀察不同海拔下動植物生態的分佈情形。,community(社區名稱)、scientificname(學名)、vernacularname(俗名)、altitude(海拔高度)。,https://opendata.epa.gov.tw/Data/Contents/ECO00094/
77,不良日數月報表,大氣,環境監測及資訊處,不良日數月報表（因資料審核程序，每月初上傳上上個月的資料，如3月上傳1月的資料。）,SiteId(測站代碼)、SiteName(測站名稱)、SiteType(測站型態)、AQI_Day(AQI大於基準值的日數)、CO_Day(指標污染物別日數（一氧化碳）)、O3_Day(指標污染物別日數（臭氧）)、NO2_Day(指標污染物別日數（二氧化氮）)、SO2_Day(指標污染物別日數（二氧化硫）)、PM10_Day(指標污染物別日數（懸浮微粒）)、PM25_Day(指標污染物別日數（細懸浮微粒）)、O3_8_Day(指標污染物別日數（臭氧八小時）)、AQI_Over(AQI基準值)、MonitorMonth(監測月份)。,https://opendata.epa.gov.tw/Data/Contents/ATM00461/
78,不法利得宣導資料,生活環境與其他,環境督察總隊,1.宣導資料含有宣導短片、不法利得執行結果、宣導單張及問答集等，藉以提供環保單位及民眾了解。 2.宣導資料已置於本署網頁。,文件檔,https://opendata.epa.gov.tw/Data/Contents/OTH00902/
79,中油三輕環評監督委員會會議紀錄,生活環境與其他,環境督察總隊,依據本署環評審查委員會之決議所設立之中油三輕監督委員會會議紀錄,文件(文件),https://opendata.epa.gov.tw/Data/Contents/OTH01325/
80,中油三輕環境監測資料,生活環境與其他,環境督察總隊,中油三輕更新擴產計畫環評案環境監測資料,文件(文件),https://opendata.epa.gov.tw/Data/Contents/OTH00978/
81,中科后里環評監督小組會議紀錄,生活環境與其他,環境督察總隊,依據本署環評審查委員會之附帶決議所設立之中科后里監督小組會議紀錄,文件(文件),https://opendata.epa.gov.tw/Data/Contents/OTH01326/
82,中科后里環境監測資料,生活環境與其他,環境督察總隊,中科三期后里農場部分開發計畫環評案環境監測資料,文件(文件),https://opendata.epa.gov.tw/Data/Contents/OTH00979/
83,六輕相關計畫環評監督委員會會議紀錄,生活環境與其他,環境督察總隊,依據環評審查結論所設立之六輕相關計畫監督委員會會議紀錄,文件(文件),https://opendata.epa.gov.tw/Data/Contents/OTH01327/
84,六輕相關計畫環境監測資料,生活環境與其他,環境督察總隊,六輕相關計畫及雲林離島式基礎工業區開發計畫環境監測資料,文件(文件),https://opendata.epa.gov.tw/Data/Contents/OTH00980/
85,公文統計資料,生活環境與其他,環境監測及資訊處,公文統計資料,OrgId(機關全銜)、EdocName(報表名稱)、data01(全署總收文件數)、data02(全署總發文件數)、data03(紙本發文件數)、data04(電子發文件數)、year(年份)、month(月份)。,https://opendata.epa.gov.tw/Data/Contents/OTH01464/
86,公文線上簽核比率表,生活環境與其他,環境監測及資訊處,公文線上簽核比率,OrgId(機關全銜)、EdocName(報表名稱)、year(年份)、month(月份)、data01(電子收文)、data02(紙本轉線上簽核數)、data03(自創簽稿數)、data04(線上簽核數)、data05(線上簽核比率)。,https://opendata.epa.gov.tw/Data/Contents/OTH01803/
87,公文歸檔案件統計表,生活環境與其他,環境監測及資訊處,公文歸檔案件統計,OrgId(機關全銜)、EdocName(報表名稱)、year(年份)、month(月份)、data01(歸檔數量)。,https://opendata.epa.gov.tw/Data/Contents/OTH01802/
88,公民營製造業、用水、電力及燃氣供應業污染防治支出,生活環境與其他,統計室,公民營製造業、用水、電力及燃氣供應業污染防治支出含1.資本支出：新購買之污染防治設備、新購供污染防治設備使用之土地；2.經常支出為租用污染防治設備(含廠房)租金、污染防治設備操作維護費用、相關研究發展費用、委託民間處理費用；3.污染防治附帶收入。污染防治支出=資本支出+經常支出-污染防治附帶收入。,ItemName(統計項名稱)、Category(類別)、Year(年度)、ItemUnit(測項單位)、ItemValue(監測值),https://opendata.epa.gov.tw/Data/Contents/STATPrivatePollution/
89,公民營廢棄物乙級清除機構許可資料,生活環境與其他,廢棄物管理處,提供各項乙級清除機構許可資料，包括機構基本資料、每月許可清運量、廢棄物種類。,Cle_No(管制編號)、Cle_Name(機構名稱)、Cle_Grade(級別)、GrantDeadline(有效期限)、GrantTotalQty(核發總量)、GrantNo(許可證字號)、Waste_No(廢棄物代碼)、Waste_name(廢棄物名稱)。,https://opendata.epa.gov.tw/Data/Contents/OTH00926/
90,公民營廢棄物乙級處理機構許可資料,生活環境與其他,廢棄物管理處,提供各項乙級處理機構許可資料，包括機構基本資料、每月許可處理量、廢棄物種類及處理方法。,Tre_No(管制編號)、Tre_Name(機構名稱)、Tre_Grade(級別)、GrantDeadline(有效期限)、GrantTotalQty(核發總量)、GrantNo(許可證字號)、waste_no(廢棄物代碼)、Waste_name(廢棄物名稱)、TreMethodName(處理方式)。,https://opendata.epa.gov.tw/Data/Contents/OTH00676/
91,公民營廢棄物丙級清除機構許可資料,生活環境與其他,廢棄物管理處,提供各項丙級清除機構許可資料，包括機構基本資料、每月許可清運量、廢棄物種類。,Cle_No(管制編號)、Cle_Name(機構名稱)、Cle_Grade(級別)、GrantDeadline(有效期限)、GrantTotalQty(核發總量)、GrantNo(許可證字號)、Waste_No(廢棄物代碼)、Waste_name(廢棄物名稱)。,https://opendata.epa.gov.tw/Data/Contents/OTH00927/
92,公民營廢棄物甲級清除機構許可資料,生活環境與其他,廢棄物管理處,提供各項甲級清除機構許可資料，包括機構基本資料、每月許可清運量、廢棄物種類。,Cle_No(管制編號)、Cle_Name(機構名稱)、Cle_Grade(級別)、GrantDeadline(有效期限)、GrantTotalQty(核發總量)、GrantNo(許可證字號)、Waste_No(廢棄物代碼)、Waste_name(廢棄物名稱)。,https://opendata.epa.gov.tw/Data/Contents/OTH00925/
93,公民營廢棄物甲級處理機構許可資料,生活環境與其他,廢棄物管理處,提供各項甲級處理機構許可資料，包括機構基本資料、每月許可處理量、廢棄物種類及處理方法。,Tre_No(管制編號)、Tre_Name(機構名稱)、Tre_Grade(級別)、GrantDeadline(有效期限)、GrantTotalQty(核發總量)、GrantNo(許可證字號)、waste_no(廢棄物代碼)、Waste_name(廢棄物名稱)、TreMethodName(處理方式)。,https://opendata.epa.gov.tw/Data/Contents/OTH00928/
94,公民營廢棄物清除機構資料,"地,生活環境與其他",廢棄物管理處,各地環保局對所轄公民營廢棄物清除處理機構之許可證資料,County(縣市別)、OrgType(機構種類)、Grade(級別)、OrgName(機構名稱)、RegistrationNo(管制編號)、OrgAddress(機構地址)、TreatMethod(處理方法)、GrantDeadline(許可有效日期)、OrgTel(機構電話)、OperatingAddress(貯存地點)。,https://opendata.epa.gov.tw/Data/Contents/WROrg/
95,公民營廢棄物清除機構數,生活環境與其他,統計室,公民營廢棄物清除機構數，統計項包括甲級、乙級及丙級等3項，類別為22縣市，單位為家。,ItemName(統計項名稱)、Category(類別)、Year(年度)、ItemUnit(單位)、ItemValue(數值)。,https://opendata.epa.gov.tw/Data/Contents/OTH01854/
96,公民營廢棄物處理機構數,生活環境與其他,統計室,公民營廢棄物處理機構數，統計項包括甲級及乙級等2項，類別為22縣市，單位為家。,ItemName(統計項名稱)、Category(類別)、Year(年度)、ItemUnit(單位)、ItemValue(數值)。,https://opendata.epa.gov.tw/Data/Contents/OTH01855/
97,公告列管材質回收率統計資料,生活環境與其他,資源回收管理基金管理會,公告列管材質歷年回收率統計數據,年度(Year)、回收項目(Item)、回收率(Amount),https://opendata.epa.gov.tw/Data/Contents/WRRecovery/
98,公告事業廢棄物清運機具資料,地,廢棄物管理處,提供使用者查詢清除機構所屬已裝置即時追蹤系統之事業廢棄物清運機具之基本資料，資料內容包含：清除機構管編、清除機構名稱、清除機構地址、清除機構所屬之清運機具車號、車型種類、操作合格圖樣編號、清運機具之車機規格、最近異動日期，以有效提供使用者了解該清除機構之相關基本資料。,FactoryNo(管編)、FactoryName(機構名稱)、FactoryAddress(地址)、PlateNo(車號)、VehicleStyle(車型種類)、PatternNo(操作合格圖樣編號)、GPSMachine(車機規格)、CkeyinDate(最近異動日期),https://opendata.epa.gov.tw/Data/Contents/WRMachine/
99,公告毒性化學物質及其毒性分類,生活環境與其他,"毒物及化學物質局 ",公告毒性化學物質及其毒性分類,TOXIC_NO(列管編號)、NO(序號)、CNAME_U(中文名稱)、ENAME(英文名稱)、FORMULA(分子式)、REG_NO(化學文摘社登記號碼)、Qty_Lower(管制濃度)、altqty(大量運作基準)、CLASS(毒性分類)、A_DATE(公告日期)。,https://opendata.epa.gov.tw/Data/Contents/OTH01152/
100,公告飲用水水質處理藥劑,生活環境與其他,其他單位,飲用水水質處理藥劑一覽表,藥劑名稱，化學式，適用範圍使用時機，最大添加劑量，品質管制，備註,https://opendata.epa.gov.tw/Data/Contents/OTH01551/
101,公告應回收項目之責任業者申報營業量或進口量年總量資料,生活環境與其他,資源回收管理基金管理會,公告應回收項目之責任業者申報營業量或進口量歷年統計數據(年度、公告項目、總量)," year (年度)、item (公告項目)、count(總量)",https://opendata.epa.gov.tw/Data/Contents/OTH00805/
102,公告應回收項目之責任業者列管家數統計,生活環境與其他,資源回收管理基金管理會,"各公告應回收項目之責任業者列管家數(公告項目、列管家數) ",item(公告項目)、count(列管家數),https://opendata.epa.gov.tw/Data/Contents/OTH00802/
103,公告應回收項目之責任業者列管資料,生活環境與其他,資源回收管理基金管理會,"公告應回收項目之責任業者列管業者(業者名稱、登記項目) ",com_name(業者名稱)、item(登記項目),https://opendata.epa.gov.tw/Data/Contents/OTH00804/
104,公告應回收廢物品及容器回收量,地,統計室,本資料為依法公告應回收廢物品及容器回收量統計。,item1(統計期)、value1(金屬容器)、value2(玻璃容器)、value3(鋁箔包)、value4(農藥容器及特殊環境用藥容器)、value5(紙容器)、value6(塑膠容器)、value7(電池)、value8(輪胎)、value9(機動車輛)、value10(潤滑油)、value11(照明光源)、value12(電子電器物品)、value13(資訊物品),https://opendata.epa.gov.tw/Data/Contents/SOIL00157/
105,公私場所固定污染源指定物種之申報資料,生活環境與其他,空氣品質保護及噪音管制處,公私場所固定污染源指定物種之申報資料for化學雲,PFTFacNo(管制編號)、PFTFacName(廠名)、PFTFacAddr(工廠地址)、PFTComID(統一編號)、ADLYS(申報季別)、AMMMMFMfrNo(製程編號)、AMMCMCName(製程名稱)、Kind(類別)、AMRCMTCode(原物料代碼)、AMRCMTName(原物料名稱)、AMRQQty(申報量)、AMRCUNName(單位)。,https://opendata.epa.gov.tw/Data/Contents/OTH01867/
